ФИО,Телефон,Email,№ клиента,Создан,Отв. менеджер,Источник клиента,Записей,Посещений,Дата перв посещ кл,Дата посл посещ кл,"Срок посещ, дн","Срок жизни кл от созд до посл посещ, дн",Статус ученика,Филиал ученика,"Родитель (имя, телефон)",Подписан на рассылку,VK,Не присылать автоуведомления,Возраст,Дата рождения
Ученик_384,79838073130,student384@example.com,384,25.08.2025,Анна,Друг,11,9,04.09.2025,23.11.2025,80,90,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,12,08.03.2014
Ученик_385,79035509761,student385@example.com,385,26.10.2024,Анна,Реклама,11,5,06.11.2024,24.01.2025,79,90,Клиент,Северный,Елена,Да,vk.com/id123,Нет,14,22.03.2012
Ученик_386,79682266083,student386@example.com,386,20.12.2025,Ольга,Реклама,7,4,29.12.2025,05.03.2026,66,75,Бывший клиент,Основной,Елена,Нет,,Нет,10,03.10.2015
Ученик_387,79369634556,student387@example.com,387,17.03.2025,Дмитрий,Сайт,11,9,26.03.2025,23.06.2025,89,98,Клиент,Основной,Елена,Да,,Да,14,04.12.2011
Ученик_388,79920316134,student388@example.com,388,08.04.2024,Ольга,Давно знаю,10,10,21.04.2024,13.06.2024,53,66,Клиент,Основной,,Да,vk.com/id123,Нет,17,25.11.2008
Ученик_389,79978732255,student389@example.com,389,21.02.2025,Ольга,Реклама,4,3,01.03.2025,16.05.2025,76,84,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,12,24.04.2013
Ученик_390,79455059083,student390@example.com,390,01.10.2025,Анна,Давно знаю,5,2,15.10.2025,11.12.2025,57,71,Бывший клиент,Северный,,Нет,,Нет,14,03.06.2011
Ученик_391,79007889398,student391@example.com,391,24.07.2024,Анна,Сайт,4,1,25.07.2024,18.10.2024,85,86,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,14,14.08.2011
Ученик_392,79361081823,student392@example.com,392,20.01.2025,Ольга,Друг,11,9,02.02.2025,26.04.2025,83,96,Клиент,Северный,,Да,,Нет,16,27.09.2009
Ученик_393,79709239039,student393@example.com,393,21.10.2025,Ольга,Сайт,8,8,25.10.2025,09.12.2025,45,49,Клиент,Северный,,Да,vk.com/id123,Да,12,15.11.2013
Ученик_394,79416907018,student394@example.com,394,06.08.2024,Ольга,Соцсети,9,6,09.08.2024,29.10.2024,81,84,Бывший клиент,Южный,,Нет,,Нет,12,23.03.2014
Ученик_395,79544725181,student395@example.com,395,26.05.2025,Анна,Друг,10,8,31.05.2025,27.07.2025,57,62,Клиент,Северный,Елена,Да,,Да,16,09.04.2009
Ученик_396,79795555607,student396@example.com,396,01.06.2025,Анна,Друг,4,2,12.06.2025,26.08.2025,75,86,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,14,05.05.2011
Ученик_397,79799089320,student397@example.com,397,11.10.2024,Ольга,Реклама,4,4,25.10.2024,29.11.2024,35,49,Бывший клиент,Северный,Елена,Да,,Нет,10,23.06.2015
Ученик_398,79505234798,student398@example.com,398,23.12.2025,Ольга,Сайт,6,6,26.12.2025,30.01.2026,35,38,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,15,19.10.2010
Ученик_399,79568909764,student399@example.com,399,10.02.2025,Юлиана,Друг,3,0,20.02.2025,26.03.2025,34,44,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,15,12.06.2010
Ученик_400,79339714150,student400@example.com,400,24.06.2024,Анна,Реклама,10,5,02.07.2024,04.09.2024,64,72,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,18.01.2016
Ученик_401,79005061082,student401@example.com,401,16.05.2024,Ольга,Соцсети,4,3,19.05.2024,18.07.2024,60,63,Клиент,Северный,Елена,Да,,Нет,10,23.02.2016
Ученик_402,79680202067,student402@example.com,402,19.08.2025,Анна,Друг,6,2,22.08.2025,22.09.2025,31,34,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,10,09.01.2016
Ученик_403,79957784570,student403@example.com,403,22.05.2024,Юлиана,Соцсети,9,8,03.06.2024,24.08.2024,82,94,Клиент,Северный,,Да,,Нет,11,04.08.2014
Ученик_404,79335106513,student404@example.com,404,21.12.2024,Юлиана,Реклама,4,3,23.12.2024,11.02.2025,50,52,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,13,08.07.2012
Ученик_405,79489547144,student405@example.com,405,14.05.2025,Ольга,Друг,9,5,20.05.2025,01.08.2025,73,79,Клиент,Южный,,Да,,Да,10,22.07.2015
Ученик_406,79385742696,student406@example.com,406,18.08.2024,Дмитрий,Сайт,4,1,28.08.2024,21.11.2024,85,95,Бывший клиент,Основной,Елена,Да,,Да,13,11.07.2012
Ученик_407,79633177858,student407@example.com,407,14.11.2025,Анна,Давно знаю,9,7,23.11.2025,12.02.2026,81,90,Клиент,Южный,,Да,vk.com/id123,Нет,11,11.09.2014
Ученик_408,79637721108,student408@example.com,408,05.08.2024,Дмитрий,Давно знаю,5,5,12.08.2024,20.10.2024,69,76,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,30.09.2015
Ученик_409,79408294370,student409@example.com,409,26.01.2025,Юлиана,Давно знаю,8,2,09.02.2025,03.04.2025,53,67,Бывший клиент,Основной,Елена,Нет,,Нет,15,07.05.2010
Ученик_410,79710456933,student410@example.com,410,25.09.2024,Анна,Реклама,5,5,03.10.2024,26.11.2024,54,62,Клиент,Основной,Елена,Да,,Да,14,07.08.2011
Ученик_411,79122420042,student411@example.com,411,15.10.2025,Анна,Друг,3,3,23.10.2025,25.12.2025,63,71,Клиент,Основной,Елена,Да,vk.com/id123,Да,15,19.11.2010
Ученик_412,79317130941,student412@example.com,412,18.06.2025,Ольга,Реклама,3,3,28.06.2025,05.09.2025,69,79,Бывший клиент,Основной,Елена,Да,,Да,13,29.05.2012
Ученик_413,79973755033,student413@example.com,413,19.06.2025,Дмитрий,Реклама,7,5,24.06.2025,30.07.2025,36,41,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,13,25.07.2012
Ученик_414,79691851361,student414@example.com,414,08.04.2025,Анна,Соцсети,3,2,12.04.2025,24.05.2025,42,46,Клиент,Основной,Елена,Да,vk.com/id123,Да,13,28.04.2012
Ученик_415,79386777550,student415@example.com,415,14.03.2025,Дмитрий,Сайт,4,3,18.03.2025,07.05.2025,50,54,Клиент,Южный,,Да,vk.com/id123,Да,17,06.11.2008
Ученик_416,79383892122,student416@example.com,416,07.06.2024,Юлиана,Давно знаю,5,3,21.06.2024,24.07.2024,33,47,Клиент,Северный,,Да,vk.com/id123,Да,12,05.02.2014
Ученик_417,79429765405,student417@example.com,417,16.03.2025,Ольга,Давно знаю,6,4,28.03.2025,05.05.2025,38,50,Клиент,Северный,Елена,Да,vk.com/id123,Да,10,19.11.2015
Ученик_418,79747506709,student418@example.com,418,22.07.2024,Дмитрий,Соцсети,4,4,02.08.2024,12.10.2024,71,82,Клиент,Южный,Елена,Да,vk.com/id123,Нет,13,20.09.2012
Ученик_419,79194627041,student419@example.com,419,28.09.2024,Дмитрий,Давно знаю,3,2,10.10.2024,01.01.2025,83,95,Клиент,Южный,Елена,Нет,,Нет,10,14.01.2016
Ученик_420,79121265692,student420@example.com,420,19.11.2025,Юлиана,Друг,10,7,03.12.2025,05.01.2026,33,47,Бывший клиент,Северный,Елена,Да,,Да,10,04.10.2015
Ученик_421,79464766900,student421@example.com,421,01.03.2025,Ольга,Сайт,8,3,12.03.2025,07.05.2025,56,67,Бывший клиент,Южный,,Да,,Нет,10,03.03.2016
Ученик_422,79542849045,student422@example.com,422,23.10.2025,Дмитрий,Сайт,11,9,24.10.2025,20.01.2026,88,89,Бывший клиент,Северный,,Да,vk.com/id123,Нет,11,02.08.2014
Ученик_423,79054063666,student423@example.com,423,02.03.2025,Дмитрий,Давно знаю,4,4,10.03.2025,26.05.2025,77,85,Клиент,Южный,Елена,Нет,,Нет,13,11.01.2013
Ученик_424,79860347752,student424@example.com,424,08.01.2025,Дмитрий,Соцсети,7,4,11.01.2025,03.03.2025,51,54,Клиент,Южный,Елена,Да,,Да,10,11.05.2015
Ученик_425,79110212429,student425@example.com,425,05.04.2024,Ольга,Соцсети,5,5,12.04.2024,04.07.2024,83,90,Клиент,Северный,,Нет,vk.com/id123,Нет,13,24.07.2012
Ученик_426,79702867083,student426@example.com,426,26.01.2025,Юлиана,Друг,4,3,09.02.2025,15.04.2025,65,79,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,11,24.06.2014
Ученик_427,79601457391,student427@example.com,427,04.09.2024,Юлиана,Сайт,3,2,06.09.2024,10.10.2024,34,36,Клиент,Южный,Елена,Нет,,Нет,10,13.10.2015
Ученик_428,79381327572,student428@example.com,428,15.12.2024,Дмитрий,Сайт,11,6,18.12.2024,06.02.2025,50,53,Бывший клиент,Южный,,Да,vk.com/id123,Да,12,04.05.2013
Ученик_429,79150806165,student429@example.com,429,05.11.2024,Ольга,Друг,4,3,07.11.2024,08.01.2025,62,64,Клиент,Южный,Елена,Да,vk.com/id123,Да,11,07.11.2014
Ученик_430,79231487470,student430@example.com,430,23.12.2025,Ольга,Давно знаю,5,4,02.01.2026,27.02.2026,56,66,Клиент,Северный,Елена,Да,vk.com/id123,Да,15,09.09.2010
Ученик_431,79491116494,student431@example.com,431,29.09.2025,Юлиана,Сайт,7,7,04.10.2025,28.12.2025,85,90,Клиент,Южный,Елена,Да,vk.com/id123,Да,10,29.12.2015
Ученик_432,79992535669,student432@example.com,432,02.01.2025,Дмитрий,Реклама,9,7,07.01.2025,12.03.2025,64,69,Бывший клиент,Южный,,Да,,Да,14,22.07.2011
Ученик_433,79706008664,student433@example.com,433,01.03.2025,Анна,Друг,8,6,08.03.2025,12.04.2025,35,42,Клиент,Южный,Елена,Да,vk.com/id123,Да,11,05.01.2015
Ученик_434,79368141835,student434@example.com,434,15.02.2026,Дмитрий,Друг,11,10,26.02.2026,13.05.2026,76,87,Клиент,Северный,Елена,Да,,Да,14,24.10.2011
Ученик_435,79764369269,student435@example.com,435,04.01.2025,Дмитрий,Реклама,11,9,17.01.2025,19.02.2025,33,46,Клиент,Южный,Елена,Нет,,Нет,12,27.01.2014
Ученик_436,79989122121,student436@example.com,436,01.07.2024,Анна,Реклама,5,5,08.07.2024,23.08.2024,46,53,Клиент,Южный,,Нет,,Нет,16,18.05.2009
Ученик_437,79625783470,student437@example.com,437,28.09.2024,Ольга,Реклама,3,3,09.10.2024,05.01.2025,88,99,Клиент,Южный,Елена,Нет,,Нет,14,08.04.2011
Ученик_438,79561277051,student438@example.com,438,24.04.2024,Ольга,Соцсети,3,0,25.04.2024,22.06.2024,58,59,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,13,07.04.2012
Ученик_439,79157226287,student439@example.com,439,04.02.2025,Юлиана,Давно знаю,4,4,15.02.2025,25.03.2025,38,49,Клиент,Основной,,Да,,Да,12,21.01.2014
Ученик_440,79661541819,student440@example.com,440,05.10.2025,Юлиана,Реклама,7,7,12.10.2025,28.12.2025,77,84,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,05.11.2015
Ученик_441,79994805491,student441@example.com,441,07.09.2025,Дмитрий,Друг,5,5,17.09.2025,23.11.2025,67,77,Клиент,Северный,,Нет,vk.com/id123,Нет,12,12.12.2013
Ученик_442,79666323040,student442@example.com,442,11.04.2025,Юлиана,Сайт,3,2,25.04.2025,04.07.2025,70,84,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,14,21.04.2011
Ученик_443,79190509600,student443@example.com,443,25.08.2024,Анна,Сайт,4,4,08.09.2024,13.10.2024,35,49,Клиент,Южный,Елена,Да,,Да,10,16.05.2015
Ученик_444,79597643222,student444@example.com,444,21.02.2025,Юлиана,Друг,9,8,23.02.2025,28.03.2025,33,35,Клиент,Северный,Елена,Нет,,Нет,10,07.01.2016
Ученик_445,79997106977,student445@example.com,445,03.10.2025,Юлиана,Сайт,6,3,14.10.2025,17.12.2025,64,75,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,13,10.06.2012
Ученик_446,79841847352,student446@example.com,446,12.05.2025,Ольга,Друг,4,2,25.05.2025,27.06.2025,33,46,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,20.05.2015
Ученик_447,79098725784,student447@example.com,447,15.11.2024,Юлиана,Реклама,11,7,21.11.2024,05.02.2025,76,82,Бывший клиент,Северный,Елена,Да,,Да,11,14.12.2014
Ученик_448,79123181755,student448@example.com,448,03.10.2024,Ольга,Сайт,11,8,13.10.2024,22.11.2024,40,50,Бывший клиент,Южный,Елена,Да,,Нет,10,17.12.2015
Ученик_449,79983474952,student449@example.com,449,24.12.2025,Анна,Друг,3,3,02.01.2026,04.03.2026,61,70,Клиент,Основной,Елена,Нет,,Нет,10,03.12.2015
Ученик_450,79522702576,student450@example.com,450,12.04.2025,Юлиана,Сайт,8,8,25.04.2025,16.06.2025,52,65,Клиент,Основной,Елена,Нет,,Нет,11,03.07.2014
Ученик_451,79673164268,student451@example.com,451,26.04.2024,Ольга,Реклама,3,2,27.04.2024,17.07.2024,81,82,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,15,08.05.2010
Ученик_452,79801967913,student452@example.com,452,07.06.2024,Дмитрий,Реклама,5,2,19.06.2024,05.08.2024,47,59,Клиент,Южный,Елена,Да,,Нет,12,18.05.2013
Ученик_453,79599238353,student453@example.com,453,07.05.2025,Юлиана,Сайт,11,8,11.05.2025,03.07.2025,53,57,Бывший клиент,Основной,,Да,vk.com/id123,Да,12,13.08.2013
Ученик_454,79339736473,student454@example.com,454,29.08.2025,Дмитрий,Сайт,8,4,04.09.2025,08.10.2025,34,40,Бывший клиент,Основной,Елена,Нет,,Нет,15,11.12.2010
Ученик_455,79384077593,student455@example.com,455,20.03.2025,Юлиана,Друг,11,9,26.03.2025,21.06.2025,87,93,Клиент,Южный,Елена,Да,vk.com/id123,Нет,13,04.02.2013
Ученик_456,79424249629,student456@example.com,456,22.11.2025,Юлиана,Сайт,9,9,06.12.2025,06.01.2026,31,45,Клиент,Южный,,Нет,,Нет,15,20.04.2010
Ученик_457,79680801356,student457@example.com,457,06.08.2025,Анна,Друг,8,8,20.08.2025,01.11.2025,73,87,Клиент,Основной,,Нет,,Нет,12,15.01.2014
Ученик_458,79005400747,student458@example.com,458,25.10.2024,Юлиана,Сайт,5,4,31.10.2024,16.01.2025,77,83,Клиент,Южный,Елена,Да,vk.com/id123,Нет,14,10.05.2011
Ученик_459,79443084388,student459@example.com,459,11.07.2025,Юлиана,Друг,8,5,21.07.2025,27.08.2025,37,47,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,16,05.07.2009
Ученик_460,79123075021,student460@example.com,460,25.09.2024,Анна,Реклама,10,9,03.10.2024,17.11.2024,45,53,Клиент,Основной,,Нет,vk.com/id123,Нет,14,24.01.2012
Ученик_461,79269173782,student461@example.com,461,11.09.2025,Дмитрий,Давно знаю,9,7,20.09.2025,30.10.2025,40,49,Клиент,Основной,Елена,Да,,Нет,11,19.06.2014
Ученик_462,79665200007,student462@example.com,462,29.06.2025,Ольга,Соцсети,8,8,03.07.2025,09.08.2025,37,41,Клиент,Основной,Елена,Да,vk.com/id123,Да,10,12.06.2015
Ученик_463,79607256840,student463@example.com,463,10.12.2025,Дмитрий,Соцсети,11,10,23.12.2025,16.03.2026,83,96,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,25.10.2015
Ученик_464,79297082704,student464@example.com,464,26.09.2025,Анна,Соцсети,3,3,10.10.2025,31.12.2025,82,96,Клиент,Северный,,Да,vk.com/id123,Да,13,26.10.2012
Ученик_465,79592353117,student465@example.com,465,08.02.2025,Дмитрий,Соцсети,3,2,18.02.2025,26.03.2025,36,46,Бывший клиент,Основной,Елена,Нет,,Нет,17,19.10.2008
