client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,diligence,base_attendance,risk,risk_score,avg_score,score_trend,academic_risk
377,Ученик_377,11,15.11.2014,79445004139,student377@example.com,Дмитрий,Друг,12.11.2024,9,6,18.11.2024,23.01.2025,66,72,Бывший клиент,Основной,Елена,Да,,Нет,0.05,0.708,1,0.885,2.12,-0.00273,1
378,Ученик_378,10,08.06.2015,79942631035,student378@example.com,Юлиана,Друг,29.12.2025,5,4,02.01.2026,10.02.2026,39,43,Клиент,Северный,Елена,Да,,Да,0.941,0.802,0,0.0,2.25,-0.08182,1
379,Ученик_379,17,06.05.2008,79154460628,student379@example.com,Дмитрий,Соцсети,07.12.2024,4,2,21.12.2024,02.02.2025,43,57,Бывший клиент,Южный,,Нет,,Нет,0.378,0.66,1,0.931,1.0,0.0,1
380,Ученик_380,10,15.04.2015,79052925780,student380@example.com,Юлиана,Соцсети,26.10.2025,10,6,01.11.2025,16.01.2026,76,82,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.3,0.725,1,0.491,2.53,-0.00064,0
381,Ученик_381,12,19.11.2013,79301019924,student381@example.com,Юлиана,Сайт,21.06.2024,6,6,28.06.2024,23.08.2024,56,63,Клиент,Северный,Елена,Нет,,Нет,0.851,0.856,0,0.0,4.65,0.00597,0
382,Ученик_382,15,21.04.2010,79289287503,student382@example.com,Анна,Давно знаю,15.12.2025,3,3,18.12.2025,08.02.2026,52,55,Клиент,Южный,,Нет,,Нет,0.371,0.773,0,0.308,3.1,-0.00321,0
383,Ученик_383,17,11.05.2008,79815499713,student383@example.com,Анна,Давно знаю,02.10.2024,6,6,09.10.2024,17.11.2024,39,46,Клиент,Южный,Елена,Нет,,Нет,0.688,0.858,0,0.227,4.1,0.00643,0
384,Ученик_384,12,08.03.2014,79838073130,student384@example.com,Анна,Друг,25.08.2025,11,9,04.09.2025,23.11.2025,80,90,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,0.05,0.696,1,0.881,2.42,0.01626,1
385,Ученик_385,14,22.03.2012,79035509761,student385@example.com,Анна,Реклама,26.10.2024,11,5,06.11.2024,24.01.2025,79,90,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.431,0.786,0,0.206,3.5,-0.00642,0
386,Ученик_386,10,03.10.2015,79682266083,student386@example.com,Ольга,Реклама,20.12.2025,7,4,29.12.2025,05.03.2026,66,75,Бывший клиент,Основной,Елена,Нет,,Нет,0.276,0.604,1,0.859,1.53,-0.00077,1
387,Ученик_387,14,04.12.2011,79369634556,student387@example.com,Дмитрий,Сайт,17.03.2025,11,9,26.03.2025,23.06.2025,89,98,Клиент,Основной,Елена,Да,,Да,0.7,0.836,0,0.183,4.41,-0.00802,0
388,Ученик_388,17,25.11.2008,79920316134,student388@example.com,Ольга,Давно знаю,08.04.2024,10,10,21.04.2024,13.06.2024,53,66,Клиент,Основной,,Да,vk.com/id123,Нет,0.58,0.842,0,0.19,3.76,0.00588,0
389,Ученик_389,12,24.04.2013,79978732255,student389@example.com,Ольга,Реклама,21.02.2025,4,3,01.03.2025,16.05.2025,76,84,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,0.159,0.65,1,0.885,2.72,-0.00271,0
390,Ученик_390,14,03.06.2011,79455059083,student390@example.com,Анна,Давно знаю,01.10.2025,5,2,15.10.2025,11.12.2025,57,71,Бывший клиент,Северный,,Нет,,Нет,0.252,0.633,1,0.937,3.02,0.00092,0
391,Ученик_391,14,14.08.2011,79007889398,student391@example.com,Анна,Сайт,24.07.2024,4,1,25.07.2024,18.10.2024,85,86,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.058,0.433,1,1.0,2.18,-0.00142,1
392,Ученик_392,16,27.09.2009,79361081823,student392@example.com,Ольга,Друг,20.01.2025,11,9,02.02.2025,26.04.2025,83,96,Клиент,Северный,,Да,,Нет,0.3,0.781,0,0.399,3.32,0.01998,0
393,Ученик_393,12,15.11.2013,79709239039,student393@example.com,Ольга,Сайт,21.10.2025,8,8,25.10.2025,09.12.2025,45,49,Клиент,Северный,,Да,vk.com/id123,Да,0.41,0.933,0,0.167,3.3,-0.00683,0
394,Ученик_394,12,23.03.2014,79416907018,student394@example.com,Ольга,Соцсети,06.08.2024,9,6,09.08.2024,29.10.2024,81,84,Бывший клиент,Южный,,Нет,,Нет,0.05,0.594,1,0.851,2.5,-0.00723,0
395,Ученик_395,16,09.04.2009,79544725181,student395@example.com,Анна,Друг,26.05.2025,10,8,31.05.2025,27.07.2025,57,62,Клиент,Северный,Елена,Да,,Да,0.7,0.886,0,0.22,1.41,-0.00971,1
396,Ученик_396,14,05.05.2011,79795555607,student396@example.com,Анна,Друг,01.06.2025,4,2,12.06.2025,26.08.2025,75,86,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.362,0.508,1,0.904,3.15,0.00816,0
397,Ученик_397,10,23.06.2015,79799089320,student397@example.com,Ольга,Реклама,11.10.2024,4,4,25.10.2024,29.11.2024,35,49,Бывший клиент,Северный,Елена,Да,,Нет,0.173,0.741,1,0.873,1.78,-0.00413,1
398,Ученик_398,15,19.10.2010,79505234798,student398@example.com,Ольга,Сайт,23.12.2025,6,6,26.12.2025,30.01.2026,35,38,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.71,0,0.436,3.22,0.01587,0
399,Ученик_399,15,12.06.2010,79568909764,student399@example.com,Юлиана,Друг,10.02.2025,3,0,20.02.2025,26.03.2025,34,44,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.05,0.511,1,1.0,1.67,-0.00579,1
400,Ученик_400,10,18.01.2016,79339714150,student400@example.com,Анна,Реклама,24.06.2024,10,5,02.07.2024,04.09.2024,64,72,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.127,0.726,1,0.8,2.3,-0.00142,1
401,Ученик_401,10,23.02.2016,79005061082,student401@example.com,Ольга,Соцсети,16.05.2024,4,3,19.05.2024,18.07.2024,60,63,Клиент,Северный,Елена,Да,,Нет,0.933,0.854,0,0.0,1.69,-0.01813,1
402,Ученик_402,10,09.01.2016,79680202067,student402@example.com,Анна,Друг,19.08.2025,6,2,22.08.2025,22.09.2025,31,34,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.148,0.825,1,0.796,1.33,-0.00848,1
403,Ученик_403,11,04.08.2014,79957784570,student403@example.com,Юлиана,Соцсети,22.05.2024,9,8,03.06.2024,24.08.2024,82,94,Клиент,Северный,,Да,,Нет,0.399,0.676,0,0.333,2.78,-0.00887,0
404,Ученик_404,13,08.07.2012,79335106513,student404@example.com,Юлиана,Реклама,21.12.2024,4,3,23.12.2024,11.02.2025,50,52,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,0.418,0.742,1,0.634,3.9,0.00794,0
405,Ученик_405,10,22.07.2015,79489547144,student405@example.com,Ольга,Друг,14.05.2025,9,5,20.05.2025,01.08.2025,73,79,Клиент,Южный,,Да,,Да,0.376,0.714,0,0.43,1.19,-0.00322,1
406,Ученик_406,13,11.07.2012,79385742696,student406@example.com,Дмитрий,Сайт,18.08.2024,4,1,28.08.2024,21.11.2024,85,95,Бывший клиент,Основной,Елена,Да,,Да,0.05,0.578,1,0.981,2.7,0.08,0
407,Ученик_407,11,11.09.2014,79633177858,student407@example.com,Анна,Давно знаю,14.11.2025,9,7,23.11.2025,12.02.2026,81,90,Клиент,Южный,,Да,vk.com/id123,Нет,0.604,0.708,0,0.292,2.43,-0.00937,1
408,Ученик_408,10,30.09.2015,79637721108,student408@example.com,Дмитрий,Давно знаю,05.08.2024,5,5,12.08.2024,20.10.2024,69,76,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.762,0.847,0,0.0,2.62,-0.01813,1
409,Ученик_409,15,07.05.2010,79408294370,student409@example.com,Юлиана,Давно знаю,26.01.2025,8,2,09.02.2025,03.04.2025,53,67,Бывший клиент,Основной,Елена,Нет,,Нет,0.5,0.619,1,0.833,4.4,-0.008,0
410,Ученик_410,14,07.08.2011,79710456933,student410@example.com,Анна,Реклама,25.09.2024,5,5,03.10.2024,26.11.2024,54,62,Клиент,Основной,Елена,Да,,Да,0.93,0.866,0,0.0,4.25,-0.01485,0
411,Ученик_411,15,19.11.2010,79122420042,student411@example.com,Анна,Друг,15.10.2025,3,3,23.10.2025,25.12.2025,63,71,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.7,0.763,0,0.255,4.35,1.3,0
412,Ученик_412,13,29.05.2012,79317130941,student412@example.com,Ольга,Реклама,18.06.2025,3,3,28.06.2025,05.09.2025,69,79,Бывший клиент,Основной,Елена,Да,,Да,0.5,0.456,1,0.966,3.68,0.00011,0
413,Ученик_413,13,25.07.2012,79973755033,student413@example.com,Дмитрий,Реклама,19.06.2025,7,5,24.06.2025,30.07.2025,36,41,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,0.05,0.637,1,0.945,1.02,-0.0006,1
414,Ученик_414,13,28.04.2012,79691851361,student414@example.com,Анна,Соцсети,08.04.2025,3,2,12.04.2025,24.05.2025,42,46,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.388,0.851,0,0.33,2.97,0.00417,0
415,Ученик_415,17,06.11.2008,79386777550,student415@example.com,Дмитрий,Сайт,14.03.2025,4,3,18.03.2025,07.05.2025,50,54,Клиент,Южный,,Да,vk.com/id123,Да,0.558,0.752,0,0.244,3.36,-0.00166,0
416,Ученик_416,12,05.02.2014,79383892122,student416@example.com,Юлиана,Давно знаю,07.06.2024,5,3,21.06.2024,24.07.2024,33,47,Клиент,Северный,,Да,vk.com/id123,Да,0.7,0.797,0,0.255,3.85,0.00229,0
417,Ученик_417,10,19.11.2015,79429765405,student417@example.com,Ольга,Давно знаю,16.03.2025,6,4,28.03.2025,05.05.2025,38,50,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.493,0.714,0,0.395,3.92,0.0189,0
418,Ученик_418,13,20.09.2012,79747506709,student418@example.com,Дмитрий,Соцсети,22.07.2024,4,4,02.08.2024,12.10.2024,71,82,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.551,0.831,0,0.274,1.21,-0.0084,1
419,Ученик_419,10,14.01.2016,79194627041,student419@example.com,Дмитрий,Давно знаю,28.09.2024,3,2,10.10.2024,01.01.2025,83,95,Клиент,Южный,Елена,Нет,,Нет,0.7,0.76,0,0.319,2.63,-0.01823,1
420,Ученик_420,10,04.10.2015,79121265692,student420@example.com,Юлиана,Друг,19.11.2025,10,7,03.12.2025,05.01.2026,33,47,Бывший клиент,Северный,Елена,Да,,Да,0.227,0.569,1,0.878,2.3,-0.01269,1
421,Ученик_421,10,03.03.2016,79464766900,student421@example.com,Ольга,Сайт,01.03.2025,8,3,12.03.2025,07.05.2025,56,67,Бывший клиент,Южный,,Да,,Нет,0.096,0.544,1,1.0,2.65,0.03254,0
422,Ученик_422,11,02.08.2014,79542849045,student422@example.com,Дмитрий,Сайт,23.10.2025,11,9,24.10.2025,20.01.2026,88,89,Бывший клиент,Северный,,Да,vk.com/id123,Нет,0.19,0.783,1,0.802,2.0,-0.36,1
423,Ученик_423,13,11.01.2013,79054063666,student423@example.com,Дмитрий,Давно знаю,02.03.2025,4,4,10.03.2025,26.05.2025,77,85,Клиент,Южный,Елена,Нет,,Нет,0.6,0.833,0,0.0,3.6,-0.03333,0
424,Ученик_424,10,11.05.2015,79860347752,student424@example.com,Дмитрий,Соцсети,08.01.2025,7,4,11.01.2025,03.03.2025,51,54,Клиент,Южный,Елена,Да,,Да,0.351,0.714,0,0.435,1.42,-0.00993,1
425,Ученик_425,13,24.07.2012,79110212429,student425@example.com,Ольга,Соцсети,05.04.2024,5,5,12.04.2024,04.07.2024,83,90,Клиент,Северный,,Нет,vk.com/id123,Нет,0.91,0.888,0,0.0,4.37,-0.01275,0
426,Ученик_426,11,24.06.2014,79702867083,student426@example.com,Юлиана,Друг,26.01.2025,4,3,09.02.2025,15.04.2025,65,79,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.7,0.828,0,0.25,4.4,0.0002,0
427,Ученик_427,10,13.10.2015,79601457391,student427@example.com,Юлиана,Сайт,04.09.2024,3,2,06.09.2024,10.10.2024,34,36,Клиент,Южный,Елена,Нет,,Нет,0.7,0.786,0,0.239,3.85,-0.00154,0
428,Ученик_428,12,04.05.2013,79381327572,student428@example.com,Дмитрий,Сайт,15.12.2024,11,6,18.12.2024,06.02.2025,50,53,Бывший клиент,Южный,,Да,vk.com/id123,Да,0.145,0.454,1,1.0,2.77,0.00485,0
429,Ученик_429,11,07.11.2014,79150806165,student429@example.com,Ольга,Друг,05.11.2024,4,3,07.11.2024,08.01.2025,62,64,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.414,0.742,0,0.353,3.23,0.00251,0
430,Ученик_430,15,09.09.2010,79231487470,student430@example.com,Ольга,Давно знаю,23.12.2025,5,4,02.01.2026,27.02.2026,56,66,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.769,0.796,0,0.0,3.75,-0.00333,0
431,Ученик_431,10,29.12.2015,79491116494,student431@example.com,Юлиана,Сайт,29.09.2025,7,7,04.10.2025,28.12.2025,85,90,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.898,0.861,0,0.0,4.25,0.00374,0
432,Ученик_432,14,22.07.2011,79992535669,student432@example.com,Дмитрий,Реклама,02.01.2025,9,7,07.01.2025,12.03.2025,64,69,Бывший клиент,Южный,,Да,,Да,0.165,0.635,1,0.988,2.6,-0.00212,0
433,Ученик_433,11,05.01.2015,79706008664,student433@example.com,Анна,Друг,01.03.2025,8,6,08.03.2025,12.04.2025,35,42,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.7,0.802,0,0.268,3.73,0.01096,0
434,Ученик_434,14,24.10.2011,79368141835,student434@example.com,Дмитрий,Друг,15.02.2026,11,10,26.02.2026,13.05.2026,76,87,Клиент,Северный,Елена,Да,,Да,0.99,0.853,0,0.0,4.35,0.07222,0
435,Ученик_435,12,27.01.2014,79764369269,student435@example.com,Дмитрий,Реклама,04.01.2025,11,9,17.01.2025,19.02.2025,33,46,Клиент,Южный,Елена,Нет,,Нет,0.958,0.877,0,0.0,4.0,0.00923,0
436,Ученик_436,16,18.05.2009,79989122121,student436@example.com,Анна,Реклама,01.07.2024,5,5,08.07.2024,23.08.2024,46,53,Клиент,Южный,,Нет,,Нет,0.3,0.849,0,0.285,2.74,0.0012,0
437,Ученик_437,14,08.04.2011,79625783470,student437@example.com,Ольга,Реклама,28.09.2024,3,3,09.10.2024,05.01.2025,88,99,Клиент,Южный,Елена,Нет,,Нет,0.925,0.724,0,0.0,2.03,-0.02647,1
438,Ученик_438,13,07.04.2012,79561277051,student438@example.com,Ольга,Соцсети,24.04.2024,3,0,25.04.2024,22.06.2024,58,59,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.069,0.489,1,1.0,1.92,0.00467,1
439,Ученик_439,12,21.01.2014,79157226287,student439@example.com,Юлиана,Давно знаю,04.02.2025,4,4,15.02.2025,25.03.2025,38,49,Клиент,Основной,,Да,,Да,0.7,0.751,0,0.302,1.65,-0.0113,1
440,Ученик_440,10,05.11.2015,79661541819,student440@example.com,Юлиана,Реклама,05.10.2025,7,7,12.10.2025,28.12.2025,77,84,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.874,0.867,0,0.0,4.24,0.01323,0
441,Ученик_441,12,12.12.2013,79994805491,student441@example.com,Дмитрий,Друг,07.09.2025,5,5,17.09.2025,23.11.2025,67,77,Клиент,Северный,,Нет,vk.com/id123,Нет,0.905,0.729,0,0.0,4.51,0.00213,0
442,Ученик_442,14,21.04.2011,79666323040,student442@example.com,Юлиана,Сайт,11.04.2025,3,2,25.04.2025,04.07.2025,70,84,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.196,0.794,1,0.823,2.4,0.0035,1
443,Ученик_443,10,16.05.2015,79190509600,student443@example.com,Анна,Сайт,25.08.2024,4,4,08.09.2024,13.10.2024,35,49,Клиент,Южный,Елена,Да,,Да,0.7,0.833,0,0.241,3.8,-0.01666,0
444,Ученик_444,10,07.01.2016,79597643222,student444@example.com,Юлиана,Друг,21.02.2025,9,8,23.02.2025,28.03.2025,33,35,Клиент,Северный,Елена,Нет,,Нет,0.3,0.78,0,0.377,1.52,-0.01611,1
445,Ученик_445,13,10.06.2012,79997106977,student445@example.com,Юлиана,Сайт,03.10.2025,6,3,14.10.2025,17.12.2025,64,75,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,0.14,0.513,1,0.968,1.0,-0.0,1
446,Ученик_446,10,20.05.2015,79841847352,student446@example.com,Ольга,Друг,12.05.2025,4,2,25.05.2025,27.06.2025,33,46,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.05,0.655,1,0.872,2.67,-0.00203,0
447,Ученик_447,11,14.12.2014,79098725784,student447@example.com,Юлиана,Реклама,15.11.2024,11,7,21.11.2024,05.02.2025,76,82,Бывший клиент,Северный,Елена,Да,,Да,0.069,0.576,1,1.0,2.17,-0.00612,1
448,Ученик_448,10,17.12.2015,79123181755,student448@example.com,Ольга,Сайт,03.10.2024,11,8,13.10.2024,22.11.2024,40,50,Бывший клиент,Южный,Елена,Да,,Нет,0.063,0.85,1,0.746,1.59,-0.00255,1
449,Ученик_449,10,03.12.2015,79983474952,student449@example.com,Анна,Друг,24.12.2025,3,3,02.01.2026,04.03.2026,61,70,Клиент,Основной,Елена,Нет,,Нет,0.683,0.942,0,0.113,3.61,0.0059,0
450,Ученик_450,11,03.07.2014,79522702576,student450@example.com,Юлиана,Сайт,12.04.2025,8,8,25.04.2025,16.06.2025,52,65,Клиент,Основной,Елена,Нет,,Нет,0.823,0.859,0,0.0,4.73,0.00085,0
451,Ученик_451,15,08.05.2010,79673164268,student451@example.com,Ольга,Реклама,26.04.2024,3,2,27.04.2024,17.07.2024,81,82,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,0.05,0.72,1,0.903,1.4,-0.00721,1
452,Ученик_452,12,18.05.2013,79801967913,student452@example.com,Дмитрий,Реклама,07.06.2024,5,2,19.06.2024,05.08.2024,47,59,Клиент,Южный,Елена,Да,,Нет,0.7,0.687,0,0.295,2.22,-0.01157,1
453,Ученик_453,12,13.08.2013,79599238353,student453@example.com,Юлиана,Сайт,07.05.2025,11,8,11.05.2025,03.07.2025,53,57,Бывший клиент,Основной,,Да,vk.com/id123,Да,0.3,0.717,1,0.45,1.43,-0.00475,1
454,Ученик_454,15,11.12.2010,79339736473,student454@example.com,Дмитрий,Сайт,29.08.2025,8,4,04.09.2025,08.10.2025,34,40,Бывший клиент,Основной,Елена,Нет,,Нет,0.182,0.469,1,1.0,2.32,0.00037,1
455,Ученик_455,13,04.02.2013,79384077593,student455@example.com,Юлиана,Друг,20.03.2025,11,9,26.03.2025,21.06.2025,87,93,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.801,0.885,0,0.0,4.56,-0.00112,0
456,Ученик_456,15,20.04.2010,79424249629,student456@example.com,Юлиана,Сайт,22.11.2025,9,9,06.12.2025,06.01.2026,31,45,Клиент,Южный,,Нет,,Нет,0.516,0.896,0,0.285,1.67,-0.01534,1
